a,b,c
8.130786235882695,82.61512696685783,83.01426918646975
50.13516583364996,53.85620716830753,73.58006458085805
31.377190798639717,6.173653368130755,31.978775747737327
32.36430145072321,78.86549800631727,85.24796058661883
47.93212700414737,15.411410652237446,50.34878724888626
67.01946501817197,61.200850343094366,90.7587614175062
29.402929302676437,35.835506526017824,46.354242303746645
78.99894907069688,44.1439919466687,90.49599979701927
50.637881186905446,31.603374026783953,59.690604461472454
34.59642151810593,23.81401726713323,42.0002357166931
88.95062081199418,95.63768394478959,130.609262815325
74.54523261475418,35.70158509102994,82.65346262317061
16.4214686144365,98.29361454685777,99.65590445197502
2.8055284394015985,39.45803554933337,39.55764855545318
20.253594575632096,28.294575246485934,34.79642340260172
42.78304144060409,39.102535914591236,57.96030494968383
50.81603677989998,76.97328351415281,92.23424509891268
10.313456237722779,97.76903487307418,98.3115026819335
29.63931957275996,99.53160033265691,103.85099291540713
51.59485484947885,21.034236415512012,55.71775433847314
33.80632856787284,71.56193657993101,79.14530067103823
90.29886633801388,9.109833868366852,90.75722745346367
77.28009515684788,20.690175708253793,80.00185296785243
97.58122914715592,61.985710490568074,115.60417201334161
28.77950261428595,19.885221462188962,34.98116355020216
78.9449885715098,32.554892033509375,85.3939823164915
13.788895455447175,40.333295027102174,42.62520763145344
64.71288446238583,53.268069205876785,83.81673229352344
46.253139172381545,88.728142685088,100.06016284038834
52.39920582450896,11.043186492389843,53.55024499425708
16.68205722805022,63.059381641092905,65.22864896896874
66.09649794602173,47.151936080969065,81.19145347210042
85.16380615125013,20.418173322790093,87.57725549483271
57.40813617032499,85.91821859716364,103.332639497211
52.05383966504438,65.43097354999217,83.61109091247359
19.47561137267915,17.588169222736266,26.242010878498558
52.13030077834443,50.59145402384888,72.64339942133678
38.349368003856945,8.342520912053704,39.24629513041072
43.68150635203751,81.4612332321429,92.43379531797164
63.67549785894743,50.89952688099588,81.5188988167409
72.81081888874027,80.01176757405294,108.1817835754856
71.94787636410798,44.869917968218495,84.79272640845808
37.1245174769169,87.42174965947201,94.97785063591039
10.549068770159156,53.923059962379384,54.94523862559803
41.61762384278633,35.379467003448326,54.62355993312543
4.046604062272327,51.360996733930875,51.520161004597576
77.25618713510502,87.68207194081597,116.86173107775186
68.02869664083254,94.19265562190571,116.1901886553135
12.006026430987221,82.63643932592636,83.5040464596122
15.881267719700089,44.389013767147006,47.144450443342265
15.449150186983493,66.26438517186675,68.04149457283758
76.39102542557734,61.7228414481248,98.21047765896242
51.537976330977784,75.22064831105577,91.18283246657764
66.12907212315959,65.59862239325845,93.14630126721808
94.56575936130402,37.13404845694457,101.59537587106396
13.906065500919349,14.07242556999907,19.78413048731288
86.7979626127988,65.39987859181677,108.6785647382095
42.66889850506051,18.582957711680873,46.539888450116365
31.41617004272115,40.422723010623656,51.19543217657971
79.59626019290613,50.472900879288325,94.25008413718938
96.5212906097109,50.63815004212262,108.9980815457446
42.18669076110091,58.3611686870193,72.0121023709729
44.801107266350684,66.28457396321106,80.00489958605947
95.58241731411285,25.200025895642867,98.84857006932518
49.02295793078592,38.86501810672489,62.55989159772945
42.67014622888232,98.94148808898794,107.75044985733258
97.13482032385232,88.22176070449497,131.21833858553555
33.53064893168773,9.791821678313097,34.931134959516754
25.052360002869346,81.69504726491321,85.44999408618921
56.12640858158395,88.96328080738495,105.18858812761262
24.153498965993762,78.29621268478652,81.93710046786858
81.56691565509898,26.58199153710738,85.78906692326755
96.57656962205516,90.48156003515408,132.3402678943898
59.37813146823296,51.248148328377674,78.43554808724267
4.6904832537372645,13.250520404525435,14.056205894349109
27.4337692232113,88.14156006579502,92.31222185942968
88.66983385531378,26.080189216545538,92.42573075448075
95.95550489906182,89.8735737785938,131.47135879791546
8.117334211686913,97.20928539560744,97.54761033376923
41.60478858371608,81.20955019880053,91.2466409057737
90.90001621151752,26.236528629842425,94.61061453028772
77.3721625936019,13.791385817112078,78.59169082776633
53.09209190667974,46.290961178719996,70.43879122952842
6.381232333982246,65.79719655957246,66.1059089733987
61.41846690781969,39.323709820453864,72.92861051295439
44.370799275681264,68.8283305314143,81.8908231250878
53.74783682655899,92.30326589302813,106.81162323480277
63.26307237879433,66.47468485321855,91.76655193009756
4.009129025819346,79.80266680944113,79.90330872651235
72.00322467102418,67.57336464734092,98.74524784914203
70.47516284706334,30.985537608982668,76.98605145893492
29.72540858861237,94.34285606513703,98.91498575184204
82.2110233525424,21.22540442137492,84.906832195785
22.886867068817086,8.6923156230501,24.48193283048593
95.23521652870197,89.1522397901139,130.45255201360652
11.881461165253647,3.8422638930058897,12.487277975801105
4.571854199616583,75.99233711084004,76.12973893551789
9.54371107066638,59.96009816936412,60.71487291825738
33.7383956515917,80.96143327274335,87.70993682998646
17.244064136985095,80.86730471791674,82.68542024021438
13.30225570521101,40.55920096603657,42.684877765435395
49.28124844158833,61.6602185806872,78.93430181726873
76.66384216071117,72.00564413524071,105.17679155675629
30.92617589721944,65.32341017766208,72.27431267653013
40.23534726725667,92.92624767893189,101.26287906929633
69.59644037063664,58.76192105330541,91.08582698827782
8.329964037836369,20.292836337780706,21.93598658605535
15.493630234867553,17.483824666691138,23.36100817238844
6.792040755210424,78.78116914379066,79.07341164565365
61.9222674529847,54.67766042688342,82.60758897508474
95.1831247621783,48.4820520348407,106.81917715935374
18.36377847399753,10.8109764859531,21.30975298828886
24.338160706611227,11.459531662905315,26.90105820435256
83.77231338831767,39.53610476805104,92.63316938689303
51.53014629469255,89.93232163646351,103.64930512105106
63.38892253186561,97.78032042005651,116.52959521597842
89.21507427436944,9.65679759076607,89.73618677819044
17.93658030980028,34.66457463945224,39.03016331177812
40.45593830814928,2.2043037000744357,40.515946233488634
49.159899528934076,11.060781748637059,50.38885407097362
6.158174205404915,44.58264575789365,45.00594863257464
62.44750922167906,33.17454925476187,70.712390189049
82.63135249469738,88.80294820539224,121.30088221061094
39.648773097071164,36.310051958387675,53.76285968327807
88.45024232035584,80.22197492621177,119.41109926464716
41.67649846023608,24.70133242860069,48.4467372240309
85.14711765983022,36.87350055600578,92.78839738367469
36.56914382995064,30.341611794451122,47.517530309779275
90.40253123343533,93.5146616234615,130.06771156579467
80.17127177434593,65.87315753403628,103.76273753819333
92.16959354359373,58.885483012666654,109.37428437995071
57.73326049844419,39.80532276362209,70.12555231937462
99.80463836611462,57.59575770342924,115.23123337369537
16.60766166611598,74.15934405319992,75.99620211837599
73.19096705804343,10.356917571843725,73.92011499234538
25.67736285443431,10.799298991513217,27.855911793843354
10.01477251022513,15.6278482481848,18.561392978433858
61.691857920915574,18.904212844125155,64.52328724569463
21.037230546897746,31.391513814865778,37.788784165043424
54.06203148833932,47.64679642801018,72.06192100199964
5.772957994308674,17.451232617587273,18.381310178471892
49.68695187379871,28.766850609588545,57.4136297450664
90.97787032788791,72.96175088519783,116.62070991737126
27.65123095549395,8.398565172833127,28.898554813630255
66.66957803534518,79.51198965311305,103.764103301709
24.575374517879986,18.66195364321591,30.858022400594702
30.19800325718686,47.112676648137786,55.96001877834795
7.488918297785015,89.51550963956588,89.82822698518606
65.12626463100169,46.88818677201085,80.2491894261508
94.25058039386184,11.968160015507673,95.0074142303463
88.9295338904601,57.63023036778569,105.97030456792385
5.782852393065696,73.92592005310016,74.15175680654735
21.612495170532615,9.542762551355029,23.625500303863188
30.567502209181487,73.66820854093028,79.75824183705599
42.67158799940255,64.30473046367993,77.17488440158029
2.675078112141379,1.659546645381993,3.1480371621466783
98.3528035070175,11.205948142737974,98.98912683455555
83.06806061239985,20.999998832452043,85.68140197772398
15.142827315622984,43.68718114614076,46.23716054870254
32.94585026271769,47.99842961544261,58.21750849256617
30.964544950742894,29.964736596119803,43.089308224679336
45.45024621139654,91.57320657926672,102.23197662123933
83.75866434187998,76.69311457431196,113.56649010797268
50.14478036490485,57.38503532675097,76.20722588637513
15.609217593342667,31.777215333798075,35.40394170494141
30.621071651655715,55.63264315573534,63.50307877252267
10.241087763714098,18.522764665859686,21.165365327603364
42.24315274485096,31.118025026667762,52.467279664426385
98.8927307002899,23.9271134697586,101.74614953085333
22.601487948472684,11.483625333358562,25.351546467265276
21.094052263967832,69.29367265169127,72.43322518343881
26.085476531441454,42.93781158503672,50.240499097685095
92.31465146617046,93.33054448604841,131.2729424115373
53.64752922702202,27.910286433063266,60.47347749997363
81.79155584460743,72.35055344302778,109.19918127437565
81.68116095719789,86.4017732199888,118.89944689053033
13.458665644676797,83.52390636141016,84.60129203980762
57.624341124304365,48.092376667526615,75.0562547929315
37.226678500550705,8.291531963210447,38.138892150668255
59.40042632560553,20.496060098098475,62.83708401261595
60.51468186028781,79.24069853319469,99.7051404125208
70.46574110802557,51.08553443258808,87.03535200231241
31.606073870033942,26.19382598532761,41.04948751479933
28.39115018611489,51.38288347772511,58.704839011584106
84.86328788411747,60.83250544775349,104.41442117616492
65.39678599744342,53.30941798742094,84.37199573882894
12.346053987530558,99.76334683419908,100.52437724563987
68.66342311479315,62.10494274907698,92.58341961554045
53.013843899730354,43.63173161584363,68.66000035553441
33.77429777738533,68.77182914245704,76.6176720734505
62.276215228532095,56.84024465209776,84.31571855413901
91.36630884523917,21.175071888142362,93.78798463274295
47.5535322776601,85.92114017905041,98.20275333080275
43.977597497794584,68.09498339353765,81.0614325375773
13.759917485579694,3.0507786359665356,14.094061852270679
7.512957850961,81.0208705869946,81.36845830138877
67.01944837765211,63.89352975976713,92.59584011178377
67.22318174470549,43.58779963860771,80.11774111404488
15.880001056713128,11.445551495028509,19.574858430817816
52.38952122986771,3.168831789593686,52.48526869137186
96.47392643860495,9.373622695574756,96.9282378098372
89.91617815429619,61.13858018780456,108.73290707626528
12.383967506067092,97.98270410723019,98.76220408312255
75.60917034915958,16.53721656829815,77.39655142650109
96.72977902227233,41.953422652669325,105.43595127835259
85.8412184846366,25.493163982121875,89.5467263541581
98.81529013129632,30.446871346448567,103.39958190688905
51.27258522525072,48.725553095152144,70.73229474652359
84.55602523832262,62.7021226796466,105.26764741665554
4.699464141770598,46.36991292054867,46.60744347718564
7.217785559538481,41.97494838058452,42.59099341335228
55.71487692397943,98.32094279211069,113.00953633292934
37.62094853624362,53.16051388201104,65.12584744144355
58.65369637288012,3.407313042570466,58.75258190387961
18.92236045624387,97.44018876339348,99.26049622826683
34.50623859119871,83.26979250666189,90.13622382713432
12.542730421879618,74.02240464957534,75.07753643095528
15.540678629609015,25.138449111346205,29.554260538753613
87.06001603176729,68.61458511582245,110.8485799731689
69.67556920258843,75.81785400059555,102.9710247057895
87.43180898010337,46.39018941112543,98.97661792127157
16.647119742049597,15.671091623454625,22.86284558791506
97.61497158091457,17.787264893010043,99.22232344143563
33.046997801911814,76.83751729236188,83.64274103216354
76.2114514027102,16.156190303757963,77.90512056366322
57.15583157881795,23.830429462704984,61.92478059584193
66.9144593449785,69.71423818317949,96.6313607215166
9.433844244595216,85.28616587718398,85.80633722087094
82.5423445548787,76.1128633946952,112.27825532468808
47.1770914107602,43.88648682046262,64.43369987376065
22.22078951769723,60.16067399782872,64.13322214471083
54.73329778234049,79.59319981408066,96.59612488487583
36.130608447763855,50.248962944095744,61.89005690547337
4.5503130983310385,54.53453705102956,54.724044812705124
70.68919622856403,92.95762564651189,116.782201680211
43.71335254281033,23.611718801144445,49.68269774555665
23.442511628668882,85.03851674145966,88.2105474478409
94.68197618361516,14.475157703037162,95.78207976736809
31.261736610924746,30.42019055327437,43.61976810149678
34.30421244211689,18.58740245746822,39.016285335610604
96.22571621503623,36.883824070710475,103.0524378128718
38.25893789755203,92.04529017348743,99.67989652969271
38.40295716428557,38.764314379347674,54.566099258265226
44.302705328848944,17.594488257861755,47.66860304761254
66.72648850141921,54.79478345903526,86.34171970752374
33.9871019786911,47.977809681059114,58.79620160096975
74.95509360578617,1.2323806942273492,74.96522406841503
47.211292603184056,10.538729396264644,48.37324639251695
29.778115070582885,76.70423456531148,82.28168530971641
29.49302250684697,56.322229953980866,63.57697667849959
15.336451436244376,65.92413757321523,67.68455257611215
18.1864211053279,25.393141062951283,31.23391627163105
92.55751791799479,61.57434641172078,111.16786522718927
2.8223201404718132,77.40036206510236,77.45180139147345
76.64914934370307,16.622658248630025,78.43089227061009
51.39250366595512,3.9473265397681088,51.543872767447034
10.94293808670615,83.15230140744751,83.86926208882775
87.771335483884,12.39171638236146,88.64176198342066
34.5246623294414,66.44404574378771,74.87832479272292
25.115299607232114,23.918530345947463,34.682479269381005
89.00046368132107,59.102534058485205,106.83722229459428
71.96850965521226,90.51804986982253,115.64161765656885
30.974322933171106,43.5240447265106,53.42051245096461
98.04517892580151,46.8455892060248,108.66170594396198
2.2945928909446267,31.358299155820138,31.44213864356373
99.76769312133314,21.200327135119743,101.9953256840165
12.838505537500795,71.13630779962111,72.28555534682482
92.9367661408894,46.010148213578816,103.70234442558112
60.81775517950585,91.62407698516799,109.97168193884414
13.450010986008264,30.910638380816668,33.710092860052455
13.597269761664137,58.353512811656636,59.916760613634985
86.20116980398753,19.900666739243956,88.46851537265866
53.28878399028836,89.81279991632233,104.4319564499917
97.9650955291525,49.577372638643915,109.79560929193359
83.9415117653548,56.58887919444035,101.23476994558818
47.5448500318753,61.8584277098783,78.01908640385219
9.138034611924175,59.003628730523005,59.70705050442639
57.22316202966345,20.64826466800577,60.83453876272205
79.985626033036,14.197030442403605,81.2358051925333
23.101350809769706,21.814985320348633,31.77366824531083
1.424742753433733,73.3593319176457,73.37316588042779
73.47024952310421,43.93026808655519,85.60225475502268
24.445795794623404,41.34371473513656,48.030195503795056
47.96661014244771,18.448498862647526,51.39204995758269
31.476161704393327,51.127255449941636,60.03952869139383
55.56926844467007,16.521864235361505,57.973404189227345
1.118054762729134,85.5387936675675,85.5461002533438
96.36383783898445,46.29429510332125,106.9072074379061
77.75144747869986,52.09517788952096,93.59057187758741
46.69809632539705,98.08947414732512,108.6381937391948
98.41879113799831,85.22243194850925,130.1887912083188
52.26264445689026,49.487835225236466,71.97520295843199
77.15906780206821,99.20139755562005,125.67592856658086
38.205332720941115,10.791400825848926,39.70014836372714
92.80360495544102,50.533533241970424,105.6699913629356
94.60088686254846,5.919559990906057,94.7859113247672
48.2716095003192,67.00308130541583,82.58063446215142
96.93524128631374,28.22357343274838,100.96044324659835
52.99252418267044,12.991988451429666,54.56188581027046
49.26959502909709,53.48234969518482,72.71763694764334
39.34378155770793,82.7590930814552,91.63514956022938
61.54530580665354,67.93471225748026,91.66760494493757
9.386866060294457,28.13561760914097,29.660179242238428
53.684873974465276,51.7072349422938,74.53659395915398
74.76949169810335,78.856831639539,108.66865594558232
74.93096967552317,72.62209926403176,104.34854823153533
10.01937735228749,98.22866803551992,98.73833676217109
33.28371590494511,76.5247493181631,83.44964351421042
75.4454089373182,87.26021418246137,115.35317381367626
43.07617903050462,36.08368074302487,56.19243023604362
76.78022936599086,69.70000639220018,103.69809309995489
13.115236976734668,13.58134351309013,18.880210077657072
29.7355169176597,39.00447891406125,49.04641007982006
61.61924844568877,93.18267185051235,111.71366126043755
26.21200235765425,11.914302501844636,28.792701708994475
87.93300915419687,20.797622755389963,90.35903502797926
93.36607734335983,80.90682970492693,123.54407914339035
9.415026851906475,71.11879525399019,71.73929027388756
90.98638505988694,95.68944032142655,132.04162697912304
4.034933011115874,36.54279631177219,36.76488333570316
44.347286944863335,96.97792121385594,106.6367622460983
97.55571617538322,69.07063248651146,119.53187872102848
71.96475614794082,88.54106392605321,114.09840546033072
73.1007471177849,82.0046621894536,109.85665136888498
41.604185318025785,21.420773301252165,46.794847630911995
24.878418800659187,32.36263678657694,40.820043873088814
3.0592059446943787,7.882349940163185,8.455186668030695
5.5164699685399,31.585014068911786,32.063133886866986
88.81658389339823,75.84253231996762,116.79244531731656
2.2082290516420073,82.74977953435116,82.7792382697995
25.81344811321359,86.04268641625335,89.83138643714277
45.98783875834814,53.156776894963635,70.28886286976598
30.502587649232787,40.702778831501924,50.86377943001571
40.21813107123993,43.3546606350225,59.13649182730917
55.36990063453399,97.17843970664487,111.84576451567658
96.17126373883879,41.58501397415702,104.77702685396319
52.07302518541593,45.92810175388605,69.4333528117163
72.08985257116288,83.76703569653351,110.51634771886158
90.34716140959566,71.42587083735265,115.17058912606862
73.24976890740682,7.829501108436288,73.66701930033213
44.80260858735666,77.6696889154198,89.6652346924379
28.483130582356075,37.825215760292444,47.35013912423303
32.53734054660208,71.49372963617236,78.54955064884628
4.9749927148225,41.84294686676533,42.13766432786093
72.14272036988129,76.37110961027935,105.05769122473703
75.78232816171501,44.581323457484764,87.92300985993795
16.5630577469273,28.92296062174259,33.32975447036658
98.94590439095862,75.1958374242221,124.27673137669322
82.44086724899344,42.23075705999116,92.62793010008457
18.66959107384129,4.939257492391599,19.311910714390766
53.12944464309206,55.71909852617092,76.98932282240523
5.599192625253088,94.72707949362139,94.8924156476457
73.59876154361358,18.29444093402773,75.83840893532988
73.11999040094977,45.8461437725034,86.30412443819843
51.66462617583491,10.375578165182338,52.6961689323861
71.20657750917935,56.02364939821789,90.60367527018542
67.13214571075318,17.521382880126744,69.38100493479318
39.41496065535676,11.457093026858601,41.046365296934795
22.054467088212135,3.1865714899559467,22.283486181601663
77.36478968209467,2.0485287575721918,77.39190624752268
59.53770186214536,94.36240924625821,111.57509678142353
22.22060033545392,1.5895735600172576,22.277383674271107
6.699149851056945,15.39667395152525,16.790955228827585
37.2204898845305,18.924691830492606,41.755344904856805
83.48043869469572,83.74150487493661,118.24391436085783
7.104033446501195,88.43202437486543,88.71691059908365
38.875471139605125,8.05418438639746,39.70103452627349
81.96549938465208,17.810308659372183,83.87818657981053
32.09289338487483,31.531088839733243,44.99070314222809
98.57500638630749,62.37604641526157,116.65248840234582
76.88992086708214,95.38075785794912,122.51346416007866
55.841985654001604,33.808052887750804,65.27872395997547
77.57067710272382,26.59655302598671,82.00357662345688
83.96734119563035,79.11356762355634,115.36668050000583
69.10911613564389,56.912386277531176,89.52703303948385
21.411656625301575,10.772228116051737,23.968728335564162
68.06976342771014,28.941801067453973,73.96702334238215
9.94302675128115,92.29065157812356,92.8247173423722
70.58153619960996,94.68320447801807,118.09598834220843
9.954667906977804,49.958087908619625,50.94021947953876
41.45348742462857,58.2345619096512,71.48185658244222
59.53042139373176,30.242838582472604,66.77200279189452
66.69884316016724,43.683382264980956,79.7306312844257
31.123138215511016,55.38603742254238,63.53158957363704
32.695835052384126,68.35527827374345,75.77243362631039
39.31969600149306,83.85175865463148,92.61293604634503
84.8236986013641,35.51939438375772,91.96024805210116
98.84004779508433,69.3954309543824,120.76870822145533
35.20371043083761,33.8838676737362,48.86120871027987
44.37698689767382,11.137636972612077,45.753294126762164
90.22934031814455,8.091986155215254,90.59146810921953
98.2361403759165,55.73305423565523,112.94473254823023
79.10997462148582,77.77568148045219,110.93892335136881
85.95493416151643,32.83896206156543,92.01439091789696
15.667310064287534,24.423985512204542,29.017161697018246
92.47169155103953,86.7427991868087,126.78851268578559
9.0286503092185,2.9254863263911584,9.490784828034664
65.76523542963729,31.13114999697833,72.76135438026138
31.54053611395765,23.640683380776316,39.41684067839507
54.011266258364955,36.86243347171369,65.39155820355187
84.45813058603282,23.548747007713686,87.67964021208502
10.119960271361027,75.20198846073795,75.87985677597771
99.25317048109386,73.30317693933677,123.38779356139243
5.717839672616861,37.68369405318859,38.11501656848744
53.54275316158492,16.087344783269288,55.907325801706826
12.10904397583117,51.674558421319595,53.074371725409854
56.26286827108966,11.232125504118017,57.373085932606465
37.13250734782624,10.171129698503076,38.50032443084267
34.101461236801825,37.92776626009875,51.00416759408767
80.25956316693224,90.2096896266914,120.74512653639806
92.96010350931626,57.99634170140904,109.56804504603242
83.23333096913866,79.32893091767808,114.98202757283383
29.573213185300588,76.9506908882425,82.4377569216987
5.934069866268729,36.26842554353087,36.7506717841239
10.797083058267892,72.66661182207022,73.46436875293064
3.154143463720321,66.81420346425513,66.88861192723775
43.38622434695554,73.31660224713107,85.19206904488459
55.8144782025397,70.99499015266163,90.3080539254296
77.74721199905152,58.23932677507879,97.14138230867353
14.38714140339717,14.940064854502825,20.74115174280579
62.8303669837644,79.94357200736954,101.67905251629753
85.26977105471063,37.99474962649387,93.35167301608858
67.15942133720608,19.187660896704173,69.84664777235399
77.97957828934207,88.74795922435376,118.13981080343403
92.19413783794872,37.83162797944222,99.65435829534805
64.77316958735534,67.40016492892403,93.47911922369859
20.317084103881854,32.80716016983083,38.588776410935125
56.79273962864001,93.61540705866415,109.49547804948787
59.2513878985778,89.39012762166679,107.24421608704877
49.13943580824445,39.53235659996786,63.06735581820122
86.5910771388171,1.42928955258812,86.60287240435915
56.62919140110419,36.13646404288401,67.17670245156084
52.14623428325008,68.86182288835859,86.37812455379702
3.0486260982618303,31.36704021149567,31.514843053973625
98.43569796443215,52.703665950275145,111.65689874944182
49.457057575898716,33.26632203723769,59.604099908906996
32.713136219890856,15.883223114767864,36.36517644470643
80.11867915061706,83.64033550217711,115.82188252552395
53.95006390718308,88.37595945035815,103.54187367611466
67.10605399194982,34.05552000577237,75.25291306809356
46.96912179016176,23.106530380123953,52.345106246397464
60.92545821090032,97.02674171869123,114.5691933582225
67.49387217854976,28.358856532219505,73.20961361371485
70.15019219855891,6.59723838775594,70.45972622597704
32.9960911796768,48.51173070718287,58.66966890433058
36.86870283463003,38.7686879425323,53.50058330049969
32.046754415491385,43.9201815883857,54.36889569711335
38.320487963437856,50.98507310485588,63.780384737499695
88.74748682764108,75.41990995926845,116.46578569041849
85.41682973718045,5.384471482995342,85.58637353867533
20.897375974661106,5.824611819739956,21.69392600422979
47.82092726825194,89.72945677024609,101.67702049666337
30.242644361162277,92.67109915582506,97.4810245981468
97.42993250330025,31.94146498962419,102.5321848654413
21.039358051590614,48.031979331640805,52.43782628731096
41.64205366541195,45.32822316585086,61.55248531819188
54.54166376865934,44.51516276047378,70.40165340561937
43.20734580663372,95.67649267375965,104.98031235429819
34.135882911290466,89.54999228840849,95.83558640185467
94.33828814272844,12.73643139417593,95.19416628322877
5.603782977401371,85.54412291945314,85.72747138296056
85.26103127420053,80.33008758133532,117.14250477416472
93.86437367774147,37.88286517144306,101.22070993384911
18.223585948803194,83.7590831195392,85.71862743802711
36.73415795213973,48.93339332315769,61.187215515756264
39.13545121754181,33.88156330486428,51.76431081335982
43.0446336062453,36.121487454144976,56.192546998653256
77.81049284491498,33.861505890933465,84.85914433913581
56.87653895641288,46.25342998773634,73.30975698562081
58.76938195501353,18.6146969922227,61.64695612507186
61.96397649899834,61.44452033896116,87.26375801702234
39.01200841525907,97.06807213723823,104.61427927884573
96.65086044849167,34.15041436367663,102.50677844242605
10.7797144091378,47.58390694440946,48.78965508011706
68.5004229075116,72.05254288411945,99.41768894203794
28.740360386449453,92.37721101339437,96.74480569909778
37.019796620285035,52.48965932521693,64.23106474195022
92.29923137320826,9.175914323215702,92.75422101312708
77.25855003553943,27.74534754204104,82.08951128994856
72.96286735231186,71.15315788545468,101.91345293602555
5.077189070406179,87.22690214779067,87.37454038309386
22.39250774649279,2.1045292879200765,22.491185978077123
76.45852649453566,98.99440386091439,125.0831654120307
26.939276782717734,80.88483512790938,85.25304209965154
66.07610361061084,25.95430731174621,70.99068626512032
10.32137472852241,38.34000422000444,39.70499590576152
29.991684035322567,42.66564590922109,52.152262195667575
29.07953661893788,73.61108032054383,79.14676617480782
47.02474275034919,22.129228735959423,51.97142671877434
84.61396018091563,33.48807313949035,90.9998532970984
67.0797643106639,13.87320534555494,68.49934748984222
36.01883274639299,93.88413583731669,100.55638853067649
24.615202221922825,62.39403081167037,67.07401330883539
55.46526653696816,46.99338319198331,72.69645009108423
77.64118431562505,16.387083802993196,79.35168566261957
11.113176567510386,32.29333383024755,34.15204391090631
94.70170438108482,20.170836495042753,96.82600610162606
79.8404154740605,10.389422332058164,80.51355189944404
93.51346453601589,79.74358150086816,122.89754611103633
78.81390545216293,30.987254308956455,84.6867263638784
52.47600996305017,9.43857682051036,53.31808655642863
2.8331321629114905,69.88918399719083,69.94658446018445
67.06588746851351,37.88641207796299,77.02735541403806
20.73957180088659,16.261885685240333,26.354862255833453
73.22388779630289,98.58224811212476,122.8014551495465
2.78796684307027,34.87762858311983,34.9888801578461
41.241413226114425,86.06855567409002,95.43925000077829
58.738339059398314,17.511290580970197,61.29304832742465
4.371618451974192,49.35042648846859,49.543674091486025
93.82190053972789,18.764954477795467,95.68005297573956
85.24717434505824,61.96406844891937,105.38798087333831
47.808103826686796,18.957978853271584,51.42975552833551
50.078946972913535,62.0711499855515,79.75417600630526
99.59466910094021,47.64868746486091,110.40604843236518
19.522384595042563,59.0312373622455,62.175642214572456
8.489304548367588,7.348213469375731,11.227846316478042
5.5299406630056485,50.76638717688652,51.066684939693424
53.41185034386521,60.675206781313754,80.83505721597923
31.48679959967042,9.235246902944008,32.81323413484478
55.72352160706227,62.52479817336816,83.75238054475322
51.65739133572075,27.01352700737063,58.29422545149511
14.28420767117058,11.478473144418995,18.32468102096941
77.10138728977668,6.617521848881297,77.38485328168916
14.2394343880717,57.4930751912101,59.23018813607076
7.580125220517079,29.875518998800718,30.822150051649896
93.66538715190178,72.8603222729461,118.66689223213531
39.33273778938215,27.079627938043217,47.753225139995955
10.887332791647303,99.72612218667196,100.31865958886763
47.20797401392053,78.06861122714517,91.23212630117821
25.636827123888274,67.6708229368504,72.36426730044803
